"","Group","Description","District","Date","Year","Month","Day.of.Week","Hour","Street"
"8168","Fraud","FRAUD - FALSE PRETENSE / SCHEME","D14","2015-12-31",2015,12,"Thursday",13,"BRIGHTON AVE"
"8169","Medical Assistance","SICK/INJURED/MEDICAL - PERSON","C11","2015-12-31",2015,12,"Thursday",12,"WILLIAM T MORRISSEY BLVD"
"8170","Other","THREATS TO DO BODILY HARM","E5","2015-12-31",2015,12,"Thursday",11,"SANBORN AVE"
"8171","Verbal Disputes","VERBAL DISPUTE","B2","2015-12-31",2015,12,"Thursday",11,"MAGNOLIA ST"
"8172","Investigate Person","INVESTIGATE PERSON","C6","2015-12-31",2015,12,"Thursday",13,"DORCHESTER AVE"
"8173","Medical Assistance","SICK/INJURED/MEDICAL - PERSON","C11","2015-12-31",2015,12,"Thursday",13,"PARK ST"
"8174","Vandalism","VANDALISM","A1","2015-12-30",2015,12,"Wednesday",21,"CHARLES ST"
"8175","Other","THREATS TO DO BODILY HARM","B3","2015-12-31",2015,12,"Thursday",12,"FOREST ST"
"8176","Larceny","LARCENY PURSE SNATCH - NO FORCE ","A1","2015-12-31",2015,12,"Thursday",11,"WASHINGTON ST"
"8177","Larceny","LARCENY SHOPLIFTING","A1","2015-12-27",2015,12,"Sunday",15,"FANEUIL HALL SQ"
"8178","Towed","TOWED MOTOR VEHICLE","D14","2015-12-31",2015,12,"Thursday",12,"BRAYTON RD"
"8179","Larceny","LARCENY SHOPLIFTING","D4","2015-12-31",2015,12,"Thursday",12,"HUNTINGTON AVE"
"8180","Larceny","LARCENY SHOPLIFTING","D4","2015-12-30",2015,12,"Wednesday",12,"BOYLSTON ST"
"8181","Towed","TOWED MOTOR VEHICLE","A1","2015-12-31",2015,12,"Thursday",9,"IRVING ST"
"8182","Larceny","LARCENY SHOPLIFTING","B2","2015-12-31",2015,12,"Thursday",11,"HYDE PARK AVE"
"8183","Medical Assistance","SICK/INJURED/MEDICAL - PERSON","D14","2015-12-31",2015,12,"Thursday",12,"LINCOLN ST"
"8184","Larceny","LARCENY THEFT FROM BUILDING","C6","2015-12-31",2015,12,"Thursday",11,"MASSACHUSETTS AVE"
"8185","Motor Vehicle Accident Response","M/V - LEAVING SCENE - PERSONAL INJURY","B2","2015-12-31",2015,12,"Thursday",11,"ELM HILL AVE"
"8186","Investigate Person","INVESTIGATE PERSON","A15","2015-12-31",2015,12,"Thursday",12,"MONUMENT ST"
"8187","Disorderly Conduct","DISTURBING THE PEACE","C6","2015-12-31",2015,12,"Thursday",12,"W FOURTH ST"
"8188","Motor Vehicle Accident Response","M/V ACCIDENT INVOLVING PEDESTRIAN - INJURY","E13","2015-12-11",2015,12,"Friday",18,"CENTRE ST"
"8189","Confidence Games","FRAUD - CREDIT CARD / ATM FRAUD","E13","2015-12-31",2015,12,"Thursday",12,"CENTRE ST"
"8190","Medical Assistance","SICK/INJURED/MEDICAL - PERSON","B2","2015-12-31",2015,12,"Thursday",11,"IRWIN AVE"
"8191","Fraud","FRAUD - FALSE PRETENSE / SCHEME","C11","2015-12-14",2015,12,"Monday",12,"CENTRE AVE"
"8192","Robbery","ROBBERY - OTHER","D4","2015-12-31",2015,12,"Thursday",11,"NEWBURY ST"
"8193","Vandalism","VANDALISM","A1","2015-12-31",2015,12,"Thursday",1,"HUDSON ST"
"8194","Medical Assistance","SUDDEN DEATH","E18","2015-12-31",2015,12,"Thursday",9,"CLIFFORD ST"
"8195","Warrant Arrests","WARRANT ARREST","C11","2015-12-31",2015,12,"Thursday",11,"PARK ST"
"8196","Investigate Person","INVESTIGATE PERSON","C11","2015-12-31",2015,12,"Thursday",11,"ADAMS ST"
"8197","Medical Assistance","SICK/INJURED/MEDICAL - PERSON","C6","2015-12-31",2015,12,"Thursday",11,"W BROADWAY"
"8198","Vandalism","VANDALISM","C6","2015-12-26",2015,12,"Saturday",7,"E BROADWAY"
"8199","Investigate Property","INVESTIGATE PROPERTY","D4","2015-12-31",2015,12,"Thursday",11,"BOYLSTON ST"
"8200","Medical Assistance","SICK/INJURED/MEDICAL - PERSON","C11","2015-12-31",2015,12,"Thursday",10,"N MUNROE TER"
"8201","Missing Person Reported","MISSING PERSON","E18","2015-12-31",2015,12,"Thursday",11,"ROSEWOOD ST"
"8202","Missing Person Located","MISSING PERSON - LOCATED","E18","2015-12-31",2015,12,"Thursday",11,"ROSEWOOD ST"
"8203","Simple Assault","ASSAULT SIMPLE - BATTERY","A1","2015-12-31",2015,12,"Thursday",7,"INDIA ST"
"8204","Violations","VAL - OPERATING UNREG/UNINS  CAR","C11","2015-12-31",2015,12,"Thursday",10,"BOWDOIN ST"
"8205","Violations","VAL - OPERATING AFTER REV/SUSP.","C11","2015-12-31",2015,12,"Thursday",10,"BOWDOIN ST"
"8206","Investigate Person","INVESTIGATE PERSON","A1","2015-12-31",2015,12,"Thursday",10,"SUMMER ST"
"8207","Larceny","LARCENY THEFT FROM BUILDING","D14","2015-12-22",2015,12,"Tuesday",18,"RIDGEMONT ST"
"8208","Confidence Games","FRAUD - CREDIT CARD / ATM FRAUD","C11","2015-12-16",2015,12,"Wednesday",0,"VERDUN ST"
"8209","Fraud","FRAUD - FALSE PRETENSE / SCHEME","E18","2015-12-31",2015,12,"Thursday",10,"MOUNT HOPE ST"
"8210","Medical Assistance","SICK/INJURED/MEDICAL - PERSON","C6","2015-12-31",2015,12,"Thursday",10,"D ST"
"8211","Auto Theft","AUTO THEFT","D14","2015-12-30",2015,12,"Wednesday",22,"ATHOL ST"
"8212","Vandalism","VANDALISM","C11","2015-12-30",2015,12,"Wednesday",21,"VERDUN ST"
"8213","Violations","VAL - OPERATING WITHOUT LICENSE","E18","2015-12-31",2015,12,"Thursday",9,"AMERICAN LEGION HWY"
"8214","Other Burglary","BURGLARY - OTHER - FORCE","B3","2015-12-30",2015,12,"Wednesday",19,"BLUE HILL AVE"
"8215","Fraud","FRAUD - FALSE PRETENSE / SCHEME","D4","2015-12-30",2015,12,"Wednesday",12,"CLARENDON ST"
"8216","Towed","TOWED MOTOR VEHICLE","A1","2015-12-31",2015,12,"Thursday",8,"GARDEN ST"
"8217","Medical Assistance","SICK/INJURED/MEDICAL - PERSON","E5","2015-12-31",2015,12,"Thursday",7,"BELLEVUE ST"
"8218","Motor Vehicle Accident Response","M/V - LEAVING SCENE - PROPERTY DAMAGE","B3","2015-12-31",2015,12,"Thursday",7,"ALGONQUIN ST"
"8219","Harassment","HARASSMENT","B3","2015-12-31",2015,12,"Thursday",7,"FOWLER ST"
"8220","Aggravated Assault","ASSAULT - AGGRAVATED - BATTERY","C11","2015-12-31",2015,12,"Thursday",8,"WASHINGTON ST"
"8221","Larceny From Motor Vehicle","LARCENY THEFT FROM MV - NON-ACCESSORY","E13","2015-12-27",2015,12,"Sunday",11,"ATHERTON PL"
"8222","Motor Vehicle Accident Response","M/V - LEAVING SCENE - PROPERTY DAMAGE","B2","2015-12-31",2015,12,"Thursday",7,"WASHINGTON ST"
"8223","Medical Assistance","SICK/INJURED/MEDICAL - POLICE","D14","2015-12-30",2015,12,"Wednesday",14,"MARKET ST"
"8224","Towed","TOWED MOTOR VEHICLE","C11","2015-12-31",2015,12,"Thursday",6,"DAWES ST"
"8225","Other","VAL - VIOLATION OF AUTO LAW - OTHER","C11","2015-12-31",2015,12,"Thursday",5,"SHEPTON ST"
"8226","Motor Vehicle Accident Response","M/V - LEAVING SCENE - PROPERTY DAMAGE","E18","2015-12-31",2015,12,"Thursday",6,"HYDE PARK AVE"
"8227","Investigate Property","INVESTIGATE PROPERTY","C11","2015-12-31",2015,12,"Thursday",6,"WASHINGTON ST"
"8228","Medical Assistance","SICK/INJURED/MEDICAL - PERSON","A1","2015-12-31",2015,12,"Thursday",5,"CHARLES ST"
"8229","Medical Assistance","SICK/INJURED/MEDICAL - PERSON","E18","2015-12-31",2015,12,"Thursday",3,"CUMMINS HWY"
"8230","Larceny","LARCENY SHOPLIFTING","A1","2015-12-31",2015,12,"Thursday",3,"CAUSEWAY ST"
"8231","Disorderly Conduct","DISORDERLY CONDUCT","E18","2015-12-31",2015,12,"Thursday",2,"HARRISON AVE"
"8232","Other","TRESPASSING","E18","2015-12-31",2015,12,"Thursday",2,"HARRISON AVE"
"8233","Other","OTHER OFFENSE","E18","2015-12-31",2015,12,"Thursday",2,"HARRISON AVE"
"8234","Violations","VAL - OPERATING WITHOUT LICENSE","D4","2015-12-31",2015,12,"Thursday",2,"HUNTINGTON AVE"
"8235","Warrant Arrests","WARRANT ARREST","D4","2015-12-31",2015,12,"Thursday",2,"HUNTINGTON AVE"
"8236","Motor Vehicle Accident Response","M/V - LEAVING SCENE - PROPERTY DAMAGE","D4","2015-12-31",2015,12,"Thursday",2,"HUNTINGTON AVE"
"8237","Property Lost","PROPERTY - LOST","A1","2015-12-30",2015,12,"Wednesday",22,"BOWKER ST"
"8238","Towed","TOWED MOTOR VEHICLE","B2","2015-12-31",2015,12,"Thursday",1,"SEAVER ST"
"8239","Missing Person Reported","MISSING PERSON","B3","2015-12-30",2015,12,"Wednesday",20,"WILMINGTON AVE"
"8240","Simple Assault","ASSAULT SIMPLE - BATTERY","A1","2015-12-31",2015,12,"Thursday",1,"CHATHAM ST"
"8241","Missing Person Reported","MISSING PERSON","B3","2015-12-30",2015,12,"Wednesday",20,"WILMINGTON AVE"
"8242","Missing Person Located","MISSING PERSON - LOCATED","B3","2015-12-30",2015,12,"Wednesday",20,"WILMINGTON AVE"
"8243","Simple Assault","ASSAULT SIMPLE - BATTERY","A1","2015-12-31",2015,12,"Thursday",1,"TREMONT ST"
"8244","Simple Assault","ASSAULT SIMPLE - BATTERY","A1","2015-12-31",2015,12,"Thursday",2,"WASHINGTON ST"
"8245","Larceny","LARCENY SHOPLIFTING","A1","2015-12-31",2015,12,"Thursday",2,"WASHINGTON ST"
"8246","Warrant Arrests","WARRANT ARREST","A1","2015-12-31",2015,12,"Thursday",2,"WASHINGTON ST"
"8247","Motor Vehicle Accident Response","M/V - LEAVING SCENE - PROPERTY DAMAGE","C6","2015-12-31",2015,12,"Thursday",1,"DORCHESTER AVE"
"8248","Simple Assault","ASSAULT SIMPLE - BATTERY","A1","2015-12-31",2015,12,"Thursday",1,"TREMONT ST"
"8249","Violations","VAL - OPERATING WITHOUT LICENSE","B3","2015-12-31",2015,12,"Thursday",0,"MILLET ST"
"8250","Harassment","HARASSMENT","B3","2015-12-30",2015,12,"Wednesday",23,"RIVER ST"
"8251","Motor Vehicle Accident Response","M/V - LEAVING SCENE - PROPERTY DAMAGE","D4","2015-12-30",2015,12,"Wednesday",23,"HERALD ST"
"8252","Larceny From Motor Vehicle","LARCENY THEFT FROM MV - NON-ACCESSORY","D4","2015-12-30",2015,12,"Wednesday",21,"BOYLSTON ST"
"8253","Medical Assistance","SICK/INJURED/MEDICAL - PERSON","B3","2015-12-30",2015,12,"Wednesday",22,"AMES WAY"
"8254","Motor Vehicle Accident Response","M/V - LEAVING SCENE - PROPERTY DAMAGE","A1","2015-12-30",2015,12,"Wednesday",23,"LOMASNEY WAY"
"8255","Missing Person Reported","MISSING PERSON","C6","2015-12-30",2015,12,"Wednesday",22,"NORTH POINT DR"
"8256","Aggravated Assault","ASSAULT - AGGRAVATED - BATTERY","A7","2015-12-30",2015,12,"Wednesday",22,"DECATUR ST"
"8257","Evading Fare","EVADING FARE","D4","2015-12-30",2015,12,"Wednesday",22,"BEACON ST"
"8258","Investigate Person","INVESTIGATE PERSON","B3","2015-12-30",2015,12,"Wednesday",21,"HARVARD ST"
"8259","Aggravated Assault","ASSAULT - AGGRAVATED","C11","2015-12-30",2015,12,"Wednesday",21,"GRANVILLE ST"
"8260","Medical Assistance","SICK/INJURED/MEDICAL - PERSON","C11","2015-12-30",2015,12,"Wednesday",21,"ANNABEL ST"
"8261","Aggravated Assault","ASSAULT - AGGRAVATED - BATTERY","B3","2015-12-30",2015,12,"Wednesday",21,"GLEASON ST"
"8262","Simple Assault","ASSAULT SIMPLE - BATTERY","D4","2015-12-30",2015,12,"Wednesday",22,"DARTMOUTH ST"
"8263","Disorderly Conduct","DISORDERLY CONDUCT","D4","2015-12-30",2015,12,"Wednesday",22,"DARTMOUTH ST"
"8264","Larceny From Motor Vehicle","LARCENY THEFT FROM MV - NON-ACCESSORY","D4","2015-12-30",2015,12,"Wednesday",21,"YAWKEY WAY"
"8265","Vandalism","VANDALISM","D4","2015-12-30",2015,12,"Wednesday",21,"YAWKEY WAY"
"8266","Auto Theft Recovery","RECOVERED - MV RECOVERED IN BOSTON (STOLEN OUTSIDE BOSTON)","E18","2015-12-30",2015,12,"Wednesday",18,"ANNAFRAN ST"
"8267","Disorderly Conduct","ANNOYING AND ACCOSTING","B2","2015-12-30",2015,12,"Wednesday",22,"FRANCIS ST"
"8268","Robbery","ROBBERY - OTHER","B3","2015-12-30",2015,12,"Wednesday",21,"WOODROW AVE"
"8269","Other","THREATS TO DO BODILY HARM","A7","2015-12-30",2015,12,"Wednesday",20,"LEYDEN ST"
"8270","Property Lost","PROPERTY - LOST","B3","2015-11-05",2015,11,"Thursday",12,"RIVER ST"
"8271","Motor Vehicle Accident Response","M/V ACCIDENT - PERSONAL INJURY","B2","2015-12-30",2015,12,"Wednesday",20,"DUDLEY ST"
"8272","Motor Vehicle Accident Response","M/V - LEAVING SCENE - PROPERTY DAMAGE","B3","2015-12-30",2015,12,"Wednesday",20,"ROXTON ST"
"8273","Simple Assault","ASSAULT SIMPLE - BATTERY","B3","2015-12-30",2015,12,"Wednesday",20,"FENELON ST"
"8274","Vandalism","VANDALISM","D4","2015-12-27",2015,12,"Sunday",22,"NORTHAMPTON ST"
"8275","Larceny","LARCENY SHOPLIFTING","A1","2015-12-30",2015,12,"Wednesday",20,"WASHINGTON ST"
"8276","Other","VAL - VIOLATION OF AUTO LAW - OTHER","B3","2015-12-30",2015,12,"Wednesday",19,"WALES ST"
"8277","Residential Burglary","BURGLARY - RESIDENTIAL - NO FORCE","E13","2015-12-30",2015,12,"Wednesday",12,"MONTEBELLO RD"
"8278","Medical Assistance","SUICIDE / SUICIDE ATTEMPT","C11","2015-12-30",2015,12,"Wednesday",19,"BRINSLEY ST"
"8279","Towed","TOWED MOTOR VEHICLE","E5","2015-12-30",2015,12,"Wednesday",20,"WILLERS ST"
"8280","Other","THREATS TO DO BODILY HARM","B3","2015-12-30",2015,12,"Wednesday",19,"THEODORE ST"
"8281","Vandalism","VANDALISM","B3","2015-12-30",2015,12,"Wednesday",19,"THEODORE ST"
"8282","Medical Assistance","SUDDEN DEATH","E5","2015-12-30",2015,12,"Wednesday",16,"LAURIE AVE"
"8283","Aggravated Assault","ASSAULT - AGGRAVATED","D4","2015-12-30",2015,12,"Wednesday",19,"MASSACHUSETTS AVE"
"8284","Larceny","LARCENY SHOPLIFTING","D4","2015-12-30",2015,12,"Wednesday",19,"MASSACHUSETTS AVE"
"8285","Medical Assistance","SICK/INJURED/MEDICAL - PERSON","B2","2015-12-30",2015,12,"Wednesday",18,"HOWARD AVE"
"8286","Robbery","ROBBERY - STREET","C11","2015-12-30",2015,12,"Wednesday",19,"SAWYER AVE"
"8287","Medical Assistance","SICK/INJURED/MEDICAL - PERSON","D4","2015-12-30",2015,12,"Wednesday",19,"BEACON ST"
"8288","Drug Violation","DRUGS - OTHER","C6","2015-12-30",2015,12,"Wednesday",16,"W BROADWAY"
"8289","Fraud","FRAUD - FALSE PRETENSE / SCHEME","D4","2015-12-30",2015,12,"Wednesday",20,"BOYLSTON ST"
"8290","Verbal Disputes","VERBAL DISPUTE","B2","2015-12-30",2015,12,"Wednesday",13,"STANWOOD ST"
"8291","Aggravated Assault","ASSAULT - AGGRAVATED - BATTERY","B3","2015-12-30",2015,12,"Wednesday",19,"BLUE HILL AVE"
"8292","Firearm Violations","WEAPON - FIREARM - CARRYING / POSSESSING, ETC","A1","2015-12-30",2015,12,"Wednesday",19,"BOYLSTON ST"
"8293","Violations","VAL - OPERATING AFTER REV/SUSP.","B2","2015-12-30",2015,12,"Wednesday",19,"WALNUT AVE"
"8294","Larceny","LARCENY SHOPLIFTING","B2","2015-12-30",2015,12,"Wednesday",18,"BLUE HILL AVE"
"8295","Drug Violation","DRUGS - SALE / MANUFACTURING","E13","2015-12-30",2015,12,"Wednesday",16,"WASHINGTON ST"
"8296","Investigate Person","INVESTIGATE PERSON","B2","2015-12-30",2015,12,"Wednesday",19,"CABOT ST"
"8297","Warrant Arrests","WARRANT ARREST","D14","2015-12-23",2015,12,"Wednesday",7,"N HARVARD ST"
"8298","Residential Burglary","BURGLARY - RESIDENTIAL - NO FORCE","D14","2015-12-23",2015,12,"Wednesday",7,"N HARVARD ST"
"8299","Firearm Violations","WEAPON - FIREARM - CARRYING / POSSESSING, ETC","C6","2015-12-30",2015,12,"Wednesday",17,"MONSIGNOR DENNIS F O'CALL"
"8300","Other","TRESPASSING","C6","2015-12-30",2015,12,"Wednesday",17,"MONSIGNOR DENNIS F O'CALL"
"8301","Vandalism","GRAFFITI","C6","2015-12-23",2015,12,"Wednesday",7,"SILVER ST"
"8302","Motor Vehicle Accident Response","M/V - LEAVING SCENE - PROPERTY DAMAGE","C11","2015-12-28",2015,12,"Monday",17,"ARCADIA PARK"
"8303","Residential Burglary","BURGLARY - RESIDENTIAL - ATTEMPT","B3","2015-12-30",2015,12,"Wednesday",8,"SAVANNAH AVE"
"8304","Motor Vehicle Accident Response","M/V - LEAVING SCENE - PROPERTY DAMAGE","E5","2015-12-29",2015,12,"Tuesday",18,"PARK ST"
"8305","Violations","VAL - OPERATING WITHOUT LICENSE","D4","2015-12-30",2015,12,"Wednesday",18,"BERKELEY ST"
"8306","Property Lost","PROPERTY - LOST","E18","2015-08-15",2015,8,"Saturday",0,"GARFIELD AVE"
"8307","Larceny","LARCENY SHOPLIFTING","D4","2015-12-30",2015,12,"Wednesday",18,"BOYLSTON ST"
"8308","Larceny","LARCENY SHOPLIFTING","B3","2015-12-30",2015,12,"Wednesday",18,"BLUE HILL AVE"
"8309","Drug Violation","DRUGS - SALE / MANUFACTURING","E13","2015-12-30",2015,12,"Wednesday",16,"WASHINGTON ST"
"8310","Motor Vehicle Accident Response","M/V - LEAVING SCENE - PROPERTY DAMAGE","C11","2015-12-30",2015,12,"Wednesday",17,"PLEASANT ST"
"8311","Property Lost","PROPERTY - LOST","D14","2015-12-30",2015,12,"Wednesday",16,"BRIGHTON AVE"
"8312","Investigate Person","INVESTIGATE PERSON","C11","2015-12-30",2015,12,"Wednesday",15,"RONAN ST"
"8313","Police Service Incidents","SERVICE TO OTHER PD INSIDE OF MA.","B2","2015-12-30",2015,12,"Wednesday",18,"ALBION ST"
"8314","Investigate Person","INVESTIGATE PERSON","E5","2015-12-30",2015,12,"Wednesday",16,"STIMSON ST"
"8315","Drug Violation","DRUGS - POSSESSION OF DRUG PARAPHANALIA","A1","2015-12-30",2015,12,"Wednesday",18,"WASHINGTON ST"
"8316","Towed","TOWED MOTOR VEHICLE","C11","2015-12-30",2015,12,"Wednesday",16,"PARK ST"
"8317","Larceny","LARCENY PICK-POCKET","A1","2015-12-30",2015,12,"Wednesday",16,"CAUSEWAY ST"
"8318","Robbery","ROBBERY - STREET","E5","2015-12-30",2015,12,"Wednesday",17,"BRADEEN ST"
"8319","Restraining Order Violations","VIOL. OF RESTRAINING ORDER W NO ARREST","B2","2015-12-30",2015,12,"Wednesday",17,"RIPLEY RD"
"8320","Medical Assistance","SICK/INJURED/MEDICAL - PERSON","C11","2015-12-30",2015,12,"Wednesday",15,"MOUNT EVERETT ST"
"8321","Fraud","FRAUD - FALSE PRETENSE / SCHEME","A1","2015-12-30",2015,12,"Wednesday",17,"ATLANTIC AVE"
"8322","Investigate Person","INVESTIGATE PERSON","A15","2015-12-10",2015,12,"Thursday",6,"VENDEN PL"
"8323","Fraud","FRAUD - IMPERSONATION","C11","2015-12-30",2015,12,"Wednesday",17,"COLUMBIA RD"
"8324","Investigate Property","INVESTIGATE PROPERTY","A15","2015-12-30",2015,12,"Wednesday",16,"MYSTIC PL"
"8325","Drug Violation","DRUGS - POSS CLASS C - INTENT TO MFR DIST DISP","A7","2015-12-30",2015,12,"Wednesday",17,"CHELSEA ST"
"8326","Larceny","LARCENY PICK-POCKET","E13","2015-12-30",2015,12,"Wednesday",17,"CENTRE ST"
"8327","Residential Burglary","BURGLARY - RESIDENTIAL - NO FORCE","B3","2015-12-30",2015,12,"Wednesday",16,"DR. MARY MOORE BEATTY CIR"
"8328","Other","THREATS TO DO BODILY HARM","B3","2015-12-30",2015,12,"Wednesday",16,"BLUE HILL AVE"
"8329","Investigate Property","INVESTIGATE PROPERTY","A1","2015-12-30",2015,12,"Wednesday",17,"FLEET CENTER PL"
"8330","Larceny","LARCENY ALL OTHERS","D4","2015-12-30",2015,12,"Wednesday",15,"COLUMBUS AVE"
"8331","Motor Vehicle Accident Response","M/V ACCIDENT - PROPERTY  DAMAGE","A15","2015-12-30",2015,12,"Wednesday",16,"RUTHERFORD AVE"
"8332","Motor Vehicle Accident Response","M/V ACCIDENT INVOLVING PEDESTRIAN - INJURY","C6","2015-12-30",2015,12,"Wednesday",16,"A ST"
"8333","Larceny","LARCENY THEFT FROM BUILDING","D4","2015-12-30",2015,12,"Wednesday",15,"BOYLSTON ST"
"8334","Vandalism","VANDALISM","C6","2015-12-30",2015,12,"Wednesday",15,"E ST"
"8335","Larceny","LARCENY THEFT FROM BUILDING","A15","2015-12-30",2015,12,"Wednesday",10,"THIRD AVE"
"8336","Investigate Person","INVESTIGATE PERSON","E5","2015-12-30",2015,12,"Wednesday",16,"LAGRANGE ST"
"8337","Other","THREATS TO DO BODILY HARM","E13","2015-12-30",2015,12,"Wednesday",16,"GREEN ST"
"8338","Drug Violation","DRUGS - SALE / MANUFACTURING","D14","2015-12-30",2015,12,"Wednesday",0,"CUFFLIN ST"
"8339","Drug Violation","DRUGS - POSS CLASS B - COCAINE, ETC.","D14","2015-12-30",2015,12,"Wednesday",0,"CUFFLIN ST"
"8340","Confidence Games","FRAUD - CREDIT CARD / ATM FRAUD","C11","2015-12-30",2015,12,"Wednesday",10,"DORCHESTER AVE"
"8341","Larceny","LARCENY THEFT FROM BUILDING","D4","2015-12-30",2015,12,"Wednesday",15,"BOYLSTON ST"
"8342","Fraud","FRAUD - FALSE PRETENSE / SCHEME","B2","2015-12-30",2015,12,"Wednesday",16,"SHAWMUT AVE"
"8343","Drug Violation","DRUGS - SICK ASSIST - OTHER HARMFUL DRUG","C6","2015-12-30",2015,12,"Wednesday",15,"SOUTHAMPTON ST"
"8344","Medical Assistance","SICK/INJURED/MEDICAL - PERSON","B3","2015-12-30",2015,12,"Wednesday",15,"FULLER ST"
"8345","Motor Vehicle Accident Response","M/V ACCIDENT - OTHER CITY VEHICLE","C11","2015-12-30",2015,12,"Wednesday",10,"CLAYTON ST"
"8346","Simple Assault","ASSAULT SIMPLE - BATTERY","C11","2015-12-30",2015,12,"Wednesday",15,"DORCHESTER AVE"
"8347","Drug Violation","DRUGS - POSS CLASS A - INTENT TO MFR DIST DISP","B3","2015-12-30",2015,12,"Wednesday",15,"BLUE HILL AVE"
"8348","Motor Vehicle Accident Response","M/V - LEAVING SCENE - PROPERTY DAMAGE","E13","2015-12-30",2015,12,"Wednesday",14,"WASHINGTON ST"
"8349","Towed","TOWED MOTOR VEHICLE","E13","2015-12-30",2015,12,"Wednesday",14,"CENTRE ST"
"8350","Fraud","FRAUD - IMPERSONATION","C6","2015-12-23",2015,12,"Wednesday",0,"E SEVENTH ST"
"8351","Drug Violation","DRUGS - POSS CLASS A - INTENT TO MFR DIST DISP","C11","2015-12-30",2015,12,"Wednesday",14,"ADAMS ST"
"8352","Drug Violation","DRUGS - POSS CLASS A - HEROIN, ETC. ","C11","2015-12-30",2015,12,"Wednesday",14,"ADAMS ST"
"8353","Warrant Arrests","WARRANT ARREST","C11","2015-12-30",2015,12,"Wednesday",14,"ADAMS ST"
"8354","Auto Theft","AUTO THEFT","B3","2015-12-30",2015,12,"Wednesday",12,"BERNARD ST"
"8355","Motor Vehicle Accident Response","M/V - LEAVING SCENE - PROPERTY DAMAGE","E18","2015-12-30",2015,12,"Wednesday",14,"RIVER ST"
"8356","Vandalism","VANDALISM","E13","2015-12-30",2015,12,"Wednesday",14,"NEILLIAN CRES"
"8357","Drug Violation","DRUGS - SALE / MANUFACTURING","C6","2015-12-30",2015,12,"Wednesday",13,"W BROADWAY"
"8358","Larceny","LARCENY SHOPLIFTING","A1","2015-12-30",2015,12,"Wednesday",14,"STATE ST"
"8359","Larceny","LARCENY ALL OTHERS","A1","2015-12-30",2015,12,"Wednesday",14,"STATE ST"
"8360","Larceny","LARCENY THEFT FROM BUILDING","D4","2015-12-29",2015,12,"Tuesday",20,"HARRISON AVE"
"8361","Simple Assault","ASSAULT SIMPLE - BATTERY","C11","2015-12-30",2015,12,"Wednesday",14,"NORTON ST"
"8362","Property Lost","PROPERTY - LOST","E5","2015-12-29",2015,12,"Tuesday",17,"BLUE LEDGE DR"
"8363","Motor Vehicle Accident Response","M/V ACCIDENT - POLICE VEHICLE","D14","2015-12-30",2015,12,"Wednesday",14,"MARKET ST"
"8364","Larceny","LARCENY SHOPLIFTING","D4","2015-12-30",2015,12,"Wednesday",14,"BOYLSTON ST"
"8365","Counterfeiting","FORGERY / COUNTERFEITING","C11","2015-12-30",2015,12,"Wednesday",14,"MILTON ST"
"8366","Larceny From Motor Vehicle","LARCENY THEFT FROM MV - NON-ACCESSORY","B2","2015-12-29",2015,12,"Tuesday",18,"DUDLEY ST"
"8367","Motor Vehicle Accident Response","M/V - LEAVING SCENE - PROPERTY DAMAGE","E18","2015-12-30",2015,12,"Wednesday",13,"CUMMINS HWY"
"8368","Larceny","LARCENY THEFT FROM BUILDING","D4","2015-12-16",2015,12,"Wednesday",14,"BERKELEY ST"
"8369","Larceny From Motor Vehicle","LARCENY THEFT FROM MV - NON-ACCESSORY","A7","2015-12-26",2015,12,"Saturday",23,"BENNINGTON ST"
"8370","Verbal Disputes","VERBAL DISPUTE","B2","2015-12-30",2015,12,"Wednesday",13,"CRAWFORD ST"
"8371","Larceny","LARCENY THEFT FROM BUILDING","A1","2015-12-15",2015,12,"Tuesday",15,"LINCOLN ST"
"8372","Robbery","ROBBERY - STREET","C11","2015-12-30",2015,12,"Wednesday",13,"DORCHESTER AVE"
"8373","Investigate Property","INVESTIGATE PROPERTY","E13","2015-12-30",2015,12,"Wednesday",13,"PRINCE ST"
"8374","Auto Theft","AUTO THEFT","D14","2015-12-29",2015,12,"Tuesday",17,"HOPEDALE ST"
"8375","Verbal Disputes","VERBAL DISPUTE","C11","2015-12-30",2015,12,"Wednesday",13,"BELLEVUE ST"
"8376","Property Lost","PROPERTY - LOST","B3","2015-12-28",2015,12,"Monday",19,"FLOYD ST"
"8377","Larceny","LARCENY ALL OTHERS","E5","2015-12-30",2015,12,"Wednesday",13,"PERHAM ST"
"8378","Fraud","FRAUD - FALSE PRETENSE / SCHEME","D14","2015-12-14",2015,12,"Monday",12,"COMMONWEALTH AVE"
"8379","Larceny","LARCENY PICK-POCKET","D4","2015-12-30",2015,12,"Wednesday",13,"NEWBURY ST"
"8380","Motor Vehicle Accident Response","M/V ACCIDENT - PROPERTY  DAMAGE","B2","2015-12-30",2015,12,"Wednesday",12,"BLUE HILL AVE"
"8381","Motor Vehicle Accident Response","M/V - LEAVING SCENE - PROPERTY DAMAGE","B2","2015-12-30",2015,12,"Wednesday",12,"BLUE HILL AVE"
"8382","Investigate Property","INVESTIGATE PROPERTY","A1","2015-12-30",2015,12,"Wednesday",13,"STATE ST"
"8383","Firearm Violations","WEAPON - FIREARM - CARRYING / POSSESSING, ETC","D4","2015-12-30",2015,12,"Wednesday",10,"HUNTINGTON AVE"
